"edad","grupo_edad","genero","comunidad_autonoma","nacido_espana","tamano_municipio","nivel_estudios","situacion_laboral","sector_laboral","ingresos_hogar","religion","lengua","ideologia","participacion_2023_raw","participacion_2023_final","voto_2023_raw","voto_2023_raw_otros","voto_2023_final","prob_voto_declarada","intencion_voto_raw","intencion_voto_raw_otros","intencion_voto_simpatia","intencion_voto_final","simpatia_partido","simpatia_partido_otros","nunca_pp","nunca_psoe","nunca_vox","nunca_sumar","nunca_podemos","nunca_salf","nunca_erc","nunca_junts","nunca_pnv","nunca_bildu","nunca_cc","nunca_bng","nunca_upn","nunca_ninguno","nunca_todos","prob_voto_pp","prob_voto_psoe","prob_voto_vox","prob_voto_sumar","prob_voto_podemos","prob_voto_salf","prob_voto_erc","prob_voto_junts","prob_voto_pnv","prob_voto_bildu","prob_voto_cc","prob_voto_bng","prob_voto_upn","lider_preferido","lider_preferido_otros","norma_social_voto","interes_politico","modelo_territorial","prob_voto_estimada","peso"
69,"+65","Hombre","Andalucía","Sí","Entre 50.000 y 99.999 habitantes","Universitaria","Jubilado","Autónomo","Menos de 1000 euros","Ateo/agnóstico","Castellano","1","No suele votar","Abstención",,"","Abstención",0,"No votaría","","No votaría","Abstención",,"","Nunca votaría","No marcado","Nunca votaría","No marcado","Nunca votaría","Nunca votaría",,,,,,,,"No marcado","No marcado",,"Poco probable",,"Poco probable",,,,,,,,,,"Gabriel Rufián","",,"Mucho","Centralizado",0.179613471031189,2.82432310270484
65,"+65","Hombre","Andalucía","Sí","Más de 500.000 habitantes","FP","Trabaja","Privado","Entre 2000 y 2999 euros","Católico no practicante","Castellano","2","Votó","Votó","PSOE","","PSOE",10,"Sumar","","Sumar","Sumar",,"","Nunca votaría","No marcado","Nunca votaría","No marcado","No marcado","Nunca votaría",,,,,,,,"No marcado","No marcado",,"Muy probable",,"Muy probable","Muy probable",,,,,,,,,"Pedro Sánchez","","Todos votan","Bastante","Federal",0.968360960483551,0.707002364927864
51,"45-54","Hombre","Galicia","Sí","Entre 2000 y 9.999 habitantes","FP","Trabaja","Privado","Entre 2000 y 2999 euros","Católico no practicante","Vasco","5","Votó","Votó","PP","","PP",10,"PP","","PP","PP",,"","No marcado","Nunca votaría","Nunca votaría","Nunca votaría","Nunca votaría","Nunca votaría",,,,,,"Nunca votaría",,"No marcado","No marcado","Muy probable",,,,,,,,,,,,,"Feijóo","","Mayoría vota","Bastante","Mantener",0.949535071849823,1.08142470193063
24,"18-24","Mujer","Extremadura","Sí","Entre 100.000 y 500.000 habitantes","Secundaria/ESO","Estudiante","Privado","Entre 1000 y 1999 euros","Ateo/agnóstico","Castellano","2","Votó","Votó","PSOE","","PSOE",7,"Vox","","Vox","Vox",,"","No marcado","No marcado","No marcado","No marcado","No marcado","Nunca votaría",,,,,,,,"No marcado","No marcado","Poco probable","Algo probable","Poco probable","Algo probable","Algo probable",,,,,,,,,"Irene Montero","","Todos votan","Mucho","Centralizado",0.928671836853027,0.28340908978487
19,"18-24","Mujer","Cataluña","No","Entre 2000 y 9.999 habitantes","Secundaria/ESO","Parado","Otro","Entre 1000 y 1999 euros","Evangélico/protestante","Castellano",,"Sin edad","Sin edad",,"","Sin edad",7,"Otros","","Vox","Vox","Vox","","No marcado","No marcado","No marcado","No marcado","No marcado","No marcado","No marcado","No marcado",,,,,,"Nunca votaría","No marcado",,,,,,,,,,,,,,"Yolanda Díaz / Sumar","","Mayoría vota","Poco","Federal",0.758308291435242,0.515508452450835
56,"55-64","Hombre","Castilla y León","Sí","Entre 2000 y 9.999 habitantes","Bachillerato","Trabaja","Privado","Entre 1000 y 1999 euros","Católico practicante","Castellano","8","Votó","Votó","PP","","PP",10,"PP","","PP","PP",,"","No marcado","No marcado","No marcado","Nunca votaría","Nunca votaría","No marcado",,,,,,,,"No marcado","No marcado","Muy probable","Poco probable","Algo probable",,,"Poco probable",,,,,,,,"Feijóo","","Mayoría vota","Mucho","Centralizado",0.963083565235138,0.40594381779743
65,"+65","Hombre","Cataluña","Sí","Más de 500.000 habitantes","Universitaria","Trabaja","Privado","Más de 5000 euros","Ateo/agnóstico","Castellano","5","Votó","Votó","Nulo","","Nulo",6,"Otros","","Otros","Regionales","Ninguno","","No marcado","No marcado","Nunca votaría","No marcado","No marcado","No marcado","Nunca votaría","Nunca votaría",,,,,,"No marcado","No marcado","Poco probable",,,"Poco probable","Poco probable","Poco probable",,,,,,,,"NS","","Mayoría vota","Poco","Mantener",0.81910914182663,0.979016352907243
21,"18-24","Mujer","Cataluña","Sí","Entre 10.000 y 49.999 habitantes","Universitaria","Estudiante","Privado","Entre 1000 y 1999 euros","Católico no practicante","Castellano","5","No pudo","Abstención",,"","Abstención",8,"Junts","","Junts","Regionales",,"","No marcado","No marcado","Nunca votaría","No marcado","No marcado","No marcado","No marcado","No marcado",,,,,,"No marcado","No marcado",,"Algo probable",,"Poco probable","Poco probable","Poco probable","Algo probable","Muy probable",,,,,,"Pedro Sánchez","","Todos votan","Poco","Centralizado",0.765712320804596,1.07656123291233
66,"+65","Hombre","Castilla y León","Sí","Entre 100.000 y 500.000 habitantes","FP","Jubilado","Privado","Entre 1000 y 1999 euros","Católico no practicante","Castellano","6","Votó","Votó",,"","PP",9,"Regionales","","Regionales","PP",,"","No marcado","Nunca votaría","No marcado","Nunca votaría","Nunca votaría","No marcado",,,,,,,,"No marcado","No marcado","Algo probable",,"Algo probable",,,"Algo probable",,,,,,,,"Feijóo","","Mayoría vota","Poco","Centralizado",0.836634993553162,0.418657817469559
37,"35-44","Mujer","País Vasco","Sí","Entre 100.000 y 500.000 habitantes","Bachillerato","Trabaja","Privado","Entre 1000 y 1999 euros","Católico no practicante","Vasco","1","Votó","Votó","Bildu","","Bildu",10,"Bildu","","Bildu","Regionales",,"","Nunca votaría","Nunca votaría","Nunca votaría","Nunca votaría","Nunca votaría","Nunca votaría",,,"No marcado","No marcado",,,,"No marcado","No marcado",,,,,,,,,"Algo probable","Muy probable",,,,"Ninguno","","Mayoría vota","Mucho","Federal",0.944932520389557,0.328416248600492
24,"18-24","Mujer","Comunidad de Madrid","Sí","Entre 50.000 y 99.999 habitantes","FP","Trabaja","Privado","Entre 2000 y 2999 euros","Católico no practicante","Castellano",,"No pudo","Abstención",,"","Abstención",10,"Otros","","PSOE","PSOE","PSOE","","No marcado","No marcado","Nunca votaría","No marcado","No marcado","No marcado",,,,,,,,"No marcado","No marcado","Poco probable",,,"Poco probable","Poco probable",,,,,,,,,"Ninguno","","Mayoría vota","Mucho","Federal",0.804889917373657,1.68406681636382
71,"+65","Hombre","Región de Murcia","Sí","Entre 10.000 y 49.999 habitantes","Bachillerato","Jubilado","Privado","Entre 3000 y 5000 euros","Católico no practicante","Castellano","3","Votó","Votó","PSOE","","PSOE",10,"Blanco","","Blanco","PSOE",,"","Nunca votaría","No marcado","Nunca votaría","No marcado","Nunca votaría","Nunca votaría",,,,,,,,"No marcado","No marcado",,"Algo probable",,"Poco probable",,,,,,,,,,"Pedro Sánchez","","Todos votan","Mucho","Centralizado",0.979874432086945,1.44833202517403
71,"+65","Hombre","País Vasco","Sí","Entre 100.000 y 500.000 habitantes","Bachillerato","Jubilado","Privado","Entre 2000 y 2999 euros","Católico practicante","Vasco","5","Votó","Votó","PNV","","PNV",10,"PNV","","PNV","Regionales",,"","No marcado","No marcado","Nunca votaría","No marcado","No marcado","No marcado",,,"No marcado","Nunca votaría",,,,"No marcado","No marcado","Algo probable","Algo probable",,"Poco probable","Poco probable","Poco probable",,,"Muy probable",,,,,"Gabriel Rufián","","Todos votan","Bastante","Federal",0.948755621910095,0.649349485077829
19,"18-24","Mujer","Región de Murcia","Sí","Entre 2000 y 9.999 habitantes","Secundaria/ESO","Estudiante","Otro","Entre 1000 y 1999 euros","Ateo/agnóstico","Castellano","4","Sin edad","Sin edad",,"","Sin edad",0,"Nulo","","Nulo","Abstención",,"","No marcado","No marcado","Nunca votaría","No marcado","No marcado","No marcado",,,,,,,,"No marcado","No marcado","Poco probable","Algo probable",,,"Poco probable",,,,,,,,,"Gabriel Rufián","","Mayoría vota","Poco","Mantener",0.400820463895798,0.470405156322323
18,"18-24","Mujer","Ciudad Autónoma de Melilla","Sí","Entre 50.000 y 99.999 habitantes","Bachillerato","Estudiante","Otro","Entre 1000 y 1999 euros","Ateo/agnóstico","Castellano","2","Sin edad","Sin edad",,"","Sin edad",10,"PSOE","","PSOE","PSOE",,"","Nunca votaría","No marcado","Nunca votaría","No marcado","No marcado","No marcado",,,,,,,,"No marcado","No marcado",,"Muy probable",,,"Poco probable",,,,,,,,,"Gabriel Rufián","","Pocos votan","Bastante","Federal",0.751637399196625,0.31361998649465
67,"+65","Hombre","Región de Murcia","Sí","Entre 50.000 y 99.999 habitantes","Universitaria","Jubilado","Público","Entre 3000 y 5000 euros","Católico practicante","Castellano","10 Extr. der.","Votó","Votó","Vox","","Vox",10,"Vox","","Vox","Vox",,"","No marcado","Nunca votaría","No marcado","Nunca votaría","Nunca votaría","No marcado",,,,,,,,"No marcado","No marcado","Algo probable",,"Muy probable",,,"Algo probable",,,,,,,,"Abascal","","Todos votan","Mucho","Centralizado",0.984699428081512,1.5019660761814
47,"45-54","Mujer","Andalucía","Sí","Más de 500.000 habitantes","Universitaria","Trabaja","Público","Entre 2000 y 2999 euros","Católico no practicante","Castellano","8","Votó","Votó","PP","","PP",5,"Vox","","Vox","Vox",,"","No marcado","No marcado","No marcado","No marcado","Nunca votaría","Nunca votaría",,,,,,,,"No marcado","No marcado","Muy probable","Muy probable","Muy probable","Poco probable",,,,,,,,,,"Pedro Sánchez","","Mayoría vota","Poco","Mantener",0.899380266666412,0.891024247919314
67,"+65","Mujer","Galicia","Sí","Entre 10.000 y 49.999 habitantes","Bachillerato","Jubilado","Privado","Entre 3000 y 5000 euros","Católico practicante","Castellano","8","Votó","Votó","PP","","PP",10,"PP","","PP","PP",,"","No marcado","No marcado","No marcado","No marcado","Nunca votaría","Nunca votaría",,,,,,"No marcado",,"No marcado","No marcado","Muy probable","Poco probable","Algo probable","Poco probable",,,,,,,,"Poco probable",,"Feijóo","","Mayoría vota","Mucho","Mantener",0.971852481365204,1.89811118058197
45,"45-54","Mujer","Andalucía","Sí","Entre 50.000 y 99.999 habitantes","Universitaria","Trabaja","Autónomo","Más de 5000 euros","Católico practicante","Castellano","8","Votó","Votó","Vox","","Vox",10,"Vox","","Vox","Vox",,"","No marcado","No marcado","No marcado","No marcado","Nunca votaría","No marcado",,,,,,,,"No marcado","No marcado","Muy probable","Poco probable","Muy probable","Poco probable",,"Poco probable",,,,,,,,"Abascal","","Todos votan","Mucho","Federal",0.968130767345428,1.14663915533832
23,"18-24","Mujer","Islas Canarias","Sí","Entre 10.000 y 49.999 habitantes","Universitaria","Trabaja","Otro","Entre 3000 y 5000 euros","Ateo/agnóstico","Castellano","4","Votó","Votó","PSOE","","PSOE",10,"Otros","","CC","Regionales","CC","","No marcado","No marcado","Nunca votaría","No marcado","No marcado","No marcado",,,,,"No marcado",,,"No marcado","No marcado","Algo probable","Algo probable",,"Algo probable","Poco probable","Poco probable",,,,,"Muy probable",,,"NS","","Mayoría vota","Poco","Mantener",0.828770875930786,1.42617808284841
67,"+65","Mujer","Comunidad de Madrid","No","Más de 500.000 habitantes","FP","Trabaja","Privado","Entre 2000 y 2999 euros","Católico practicante","Castellano","5","No suele votar","Abstención",,"","Abstención",7,"Otros","","PP","PP","PP","","No marcado","No marcado","No marcado","No marcado","Nunca votaría","No marcado",,,,,,,,"No marcado","No marcado","Algo probable","Algo probable",,"Poco probable",,"Poco probable",,,,,,,,"NS","","Mayoría vota","Poco","Mantener",0.749256491661072,2.00933342533494
18,"18-24","Mujer","Comunidad de Madrid","Sí","Más de 500.000 habitantes","Bachillerato","Parado","Privado","Entre 2000 y 2999 euros","Católico no practicante","Castellano","5","Sin edad","Sin edad",,"","Sin edad",7,"PP","","PP","PP",,"","No marcado","No marcado","Nunca votaría","Nunca votaría","Nunca votaría","No marcado",,,,,,,,"No marcado","No marcado","Muy probable","Algo probable",,,,,,,,,,,,"Ninguno","","Todos votan","Bastante","Mantener",0.859657824039459,0.783557160744279
67,"+65","Mujer","País Vasco","Sí","Entre 100.000 y 500.000 habitantes","Universitaria","Trabaja","Privado","Entre 3000 y 5000 euros","Ateo/agnóstico","Vasco","1","Votó","Votó","Bildu","","Bildu",10,"Bildu","","Bildu","Regionales",,"","Nunca votaría","No marcado","Nunca votaría","No marcado","No marcado","Nunca votaría",,,"Nunca votaría","No marcado",,,,"No marcado","No marcado",,"Poco probable",,"Poco probable","Poco probable",,,,,"Muy probable",,,,"Gabriel Rufián","","Mayoría vota","Mucho","Federal",0.965750157833099,1.4817478699077
25,"25-34","Mujer","Comunidad Valenciana","Sí","Entre 10.000 y 49.999 habitantes","FP","Estudiante","Privado","Entre 3000 y 5000 euros",,"Castellano","9","Votó","Votó","Vox","","Vox",10,"Vox","","Vox","Vox",,"","No marcado","Nunca votaría","No marcado","Nunca votaría","Nunca votaría","No marcado",,,,,,,,"No marcado","No marcado","Poco probable",,"Muy probable",,,"Poco probable",,,,,,,,"Abascal","","Mayoría vota","Bastante","Mantener",0.942665100097656,1.32919504626154
18,"18-24","Mujer","Cataluña","Sí","Entre 10.000 y 49.999 habitantes","Bachillerato","Estudiante","Privado","Entre 3000 y 5000 euros","Ateo/agnóstico","Catalán","1","Sin edad","Sin edad",,"","Sin edad",10,"Otros","","ERC","Regionales","ERC","","Nunca votaría","No marcado","Nunca votaría","No marcado","Nunca votaría","No marcado","No marcado","No marcado",,,,,,"No marcado","No marcado",,"Algo probable",,,,"Poco probable","Muy probable","Algo probable",,,,,,"NS","","Mayoría vota","Bastante","Federal",0.821797728538513,1.95410098771535
27,"25-34","Hombre","Cataluña","Sí","Entre 100.000 y 500.000 habitantes","Universitaria","Trabaja","Privado","Más de 5000 euros","Católico no practicante","Castellano","5","Votó","Votó","PSOE","","PSOE",10,"Otros","","Sumar","Sumar","Sumar-En Comú","","No marcado","No marcado","No marcado","No marcado","Nunca votaría","Nunca votaría","No marcado","Nunca votaría",,,,,,"No marcado","No marcado","Algo probable","Algo probable","Algo probable","Algo probable",,,"Algo probable",,,,,,,"Ninguno","","Todos votan","Bastante","Mantener",0.911677777767181,1.56404057475776
23,"18-24","Mujer","Comunidad de Madrid","No","Entre 100.000 y 500.000 habitantes","Bachillerato","Estudiante","Privado","Entre 3000 y 5000 euros","Católico practicante","Castellano","6","Votó","Votó","Sumar","","Sumar",10,"PP","","PP","PP",,"","No marcado","No marcado","Nunca votaría","No marcado","Nunca votaría","Nunca votaría",,,,,,,,"No marcado","No marcado","Muy probable","Poco probable",,"Poco probable",,,,,,,,,,"Ninguno","","Todos votan","Mucho","Mantener",0.967093288898468,1.33874675722793
20,"18-24","Mujer","Comunidad Valenciana","Sí","Entre 10.000 y 49.999 habitantes","FP","Trabaja","Privado","Entre 1000 y 1999 euros","Católico no practicante","Castellano","4","Votó","Abstención",,"","Abstención",6,"Otros","","Otros","Otros","Ninguno","","Nunca votaría","No marcado","No marcado","Nunca votaría","Nunca votaría","No marcado",,,,,,,,"No marcado","No marcado",,"Algo probable","Algo probable",,,,,,,,,,,"Ninguno","","Mayoría vota","Poco","Centralizado",0.572905659675598,0.926683386972842
25,"25-34","Mujer","Comunidad de Madrid","Sí","Entre 50.000 y 99.999 habitantes","Universitaria","Trabaja","Privado","Entre 2000 y 2999 euros","Católico no practicante","Castellano","8","Votó","Votó","PP","","PP",8,"PSOE","","PSOE","PSOE",,"","No marcado","No marcado","No marcado","No marcado","No marcado","No marcado",,,,,,,,"Nunca votaría","No marcado","Muy probable","Algo probable","Poco probable","Algo probable","Poco probable","Algo probable",,,,,,,,"Abascal","","Mayoría vota","Poco","Centralizado",0.831711709499359,0.775916614640105
68,"+65","Mujer","Andalucía","Sí","Menos de 2000 habitantes","FP","Jubilado","Privado","Entre 2000 y 2999 euros","Católico no practicante","Castellano","8","Votó","Votó","Vox","","Vox",10,"PP","","PP","PP",,"","No marcado","No marcado","No marcado","No marcado","Nunca votaría","Nunca votaría",,,,,,,,"No marcado","No marcado","Muy probable","Poco probable","Poco probable","Poco probable",,,,,,,,,,"Feijóo","","Todos votan","Bastante","Centralizado",0.978818655014038,0.810881587208599
18,"18-24","Mujer","Castilla-La Mancha","Sí","Entre 100.000 y 500.000 habitantes","Secundaria/ESO","Estudiante","Otro","Entre 2000 y 2999 euros","Católico practicante","Castellano","7","Sin edad","Sin edad",,"","Sin edad",10,"SALF","","SALF","SALF",,"","No marcado","Nunca votaría","No marcado","No marcado","No marcado","No marcado",,,,,,,,"No marcado","No marcado","Algo probable",,"Algo probable","Poco probable","Poco probable","Algo probable",,,,,,,,"Abascal","","Mayoría vota","Mucho","Mantener",0.785603642463684,0.911436827261704
24,"18-24","Mujer","Castilla y León","Sí","Entre 50.000 y 99.999 habitantes","FP","Trabaja","Autónomo","Entre 3000 y 5000 euros","Católico no practicante","Castellano","6","Votó","Votó","PP","","PP",10,"PP","","PP","PP",,"","No marcado","No marcado","No marcado","No marcado","Nunca votaría","No marcado",,,,,,,,"No marcado","No marcado","Muy probable","Algo probable","Poco probable","Poco probable",,"Poco probable",,,,,,,,"Gabriel Rufián","","Todos votan","Bastante","Federal",0.940601408481598,1.23937467597664
27,"25-34","Mujer","Comunidad Valenciana","Sí","Entre 50.000 y 99.999 habitantes","Universitaria","Trabaja","Público","Entre 3000 y 5000 euros","Católico practicante","Castellano","5","Votó","Abstención",,"","Abstención",6,"Regionales","","Regionales","Abstención",,"","No marcado","No marcado","No marcado","No marcado","No marcado","No marcado",,,,,,,,"No marcado","Nunca votaría",,,,,,,,,,,,,,"Ninguno","",,"Bastante","Centralizado",0.333104908466339,3.75408490531764
19,"18-24","Mujer","Andalucía","Sí","Entre 10.000 y 49.999 habitantes","Primaria","Estudiante","Privado","Menos de 1000 euros","Católico no practicante","Castellano",,"Sin edad","Sin edad",,"","Sin edad",10,"Vox","","Vox","Vox",,"","No marcado","Nunca votaría","No marcado","Nunca votaría","Nunca votaría","No marcado",,,,,,,,"No marcado","No marcado","Poco probable",,"Muy probable",,,,,,,,,,,"Abascal","","Mayoría vota","Poco","Centralizado",0.757208943367004,1.09760702701229
19,"18-24","Hombre","Andalucía","Sí","Entre 10.000 y 49.999 habitantes","Bachillerato","Trabaja","Privado","Entre 2000 y 2999 euros","Católico practicante","Castellano","9","Sin edad","Sin edad",,"","Sin edad",10,"Vox","","Vox","Vox",,"","No marcado","Nunca votaría","No marcado","No marcado","Nunca votaría","No marcado",,,,,,,,"No marcado","No marcado","Algo probable",,"Muy probable","Poco probable",,"Poco probable",,,,,,,,"Abascal","","Mayoría vota","Bastante","Centralizado",0.875190496444702,0.854809483357058
